original_filename,title,instructions,ingredients
IMG_1211.JPG,Roast Broccoli Maftoul with Miso,"1. Preheat your oven to 200 ° C / Gas 6 .
2. Trim the broccoli and slice thicker pieces , lengthways , so they're roughly all the same thickness , so they cook in
the same time .
3. Halve , peel , and cut the onion into
slim wedges . In a roasting tin , toss the
broccoli and onion with a little oil to
soat and season . Set aside for now .
4. Peel and finely grate the garlic .
Remove any tough outer leaves of the
cabbage ; halve . Remove the central
core from one half then finely shred a
couple of handfuls .
5. Boil a kettle . Finely zest the lemon . Add the maftoul to a saucepan . Add half the lemon zest and all the bouillon powder . Pour over enough boiled water to cover the maftoul by about 2-3cm . Cook on a low boil for approx . 8-10 minutes , stirring it now and then , until tender with a little bite . Keep an eye on the liquid .
6. Pop the the broccoli and onion in the oven to roast for 8 minutes , while you continue .
7. Slice the chilli into rings . Roughly chop the parsley , stalks and all .
8. After 8 minutes , remove the broccoli
and onion from the oven . Toss them
in the tin with the garlic , remaining
lemon zest , sesame seeds , tamari
and chilli ( to your taste for heat ) . Return
them to the oven for a further 4-5
minutes , until the veg is tender and the
broccoli is slightly darkened in colour .
9. Meanwhile , mix the tahini and miso
in a small bowl with a fork , until
smooth . Add approx . 1 tbsp of squeezed
lemon juice , then a little vinegar , to
your taste . Loosen with approx . 2-3
tbsp or so of cold water or so , until you
have a creamy , pourable consistency .
10. Drain any excess liquid from the
cooked maftoul .
11. In a large frying pan , heat 1 tbsp of oil . Add the cabbage and stir - fry on a medium heat for 4-5 minutes , until the
cabbage has just wilted . Season .
12. Serve the maftoul and cabbage on
two plates , then top with the roasted broccoli and onion mixture , drizzled with some miso dressing and sprinkled with parsley .","Ingredients
250g purple sprouting broccoli
1 red onion
1 garlic clove
1/2 Savoy cabbage
1 lemon
125g maftoul
1 tsp bouillon powder
1 chilli - add to taste
15g parsley
1 tbsp sesame seeds
1 tbsp tamari
1 tbsp tahini
1 tbsp brown rice miso
1 tbsp rice vinegar"
IMG_1208.JPG,Groundnut Sweet Potato Bake & Black Rice,"1. Preheat your oven to 190 ° C / Gas 5 .
Scrub the sweet potato ( es ) ( no need
to peel ) and chop into 1-2cm rounds .
Peel the onions , halve them through the root , then cut into wedges . Toss the sweet potato and onion together in a roasting tin in oil to coat . Season . Roast
for 30 minutes .
2. Meanwhile , peel and finely grate he garlic and ginger . Deseed and
finely chop the chillies ( use 1 or 2 ,
depending on how spicy you like it ) .
3. Boil a kettle . Rinse the rice in a sieve .
Transfer to a medium saucepan , with
a couple of pinches of salt . Cover with
plenty of boiled water , then boil for
approx . 35-40 minutes , until tender
with a little bite , while you continue .
4. In a large bowl , stir the peanut butter
with 2 tbsp of boiled water , to loosen
it slightly . Mix in the garlic , ginger ,
sriracha sauce , tamari , groundnut
stew spice pot , chopped tomatoes
and half your chosen amount of
chopped chilli .
5. After 30 minutes , toss the sweet
potato and onion with the peanut
butter mixture . Bake for a further
15 minutes , tossing it once halfway through and adding a splash of extra water if it looks a little dry .
6. Roughly chop the parsley . In a dry frying pan , gently toast the pumpkin seeds for 3-4 minutes , then transfer to a plate . Toast the peanuts for approx . the same time , then roughly chop them . Drain the cooked rice .
7. Remove the bake from the oven and check the seasoning .
8. Serve the rice with the bake . Sprinkle with the peanuts , pumpkin seeds , parsley , remaining chilli and some black onion seeds to your liking .","Ingredients
600g sweet potatoes
2 red onions
2 garlic cloves
1 small piece ginger
2 chillies - add to taste
150g black rice
60g peanut butter
1 pack sriracha sauce
1 tbsp tamari
1 groundnut stew spice pot
1 tin chopped tomatoes
15g parsley
2 tbsp pumpkin seeds
30g peanuts
1 tsp black onion seeds - add
to taste"
IMG_1209.JPG,Hoisin Black Bean Veggie Wraps,"1. Peel and finely chop the garlic . Halve 
the onion , peel and thinly slice . Peel , 
halve and thinly slice the carrot , on 
the diagonal looks good . Halve and 
deseed the pepper , then thinly slice . 
2. Put your oven on a low heat - 160 ° C / 
Gas 2 . 
3. Chop the coriander , stalks and all . 
Orain and rinse the black beans . 
4. Into a small bowl , empty the hoisin 
sauce and mix it with the sweet 
chilli sauce , half the tamari ( 1 tbsp ) , 
the garlic , ground ginger , juice from 
half the lime and a pinch of chilli 
flakes ( optional , to your taste ) . 
5. Wrap the tortillas ( altogether ) in foil 
( we used all of them but depending on 
your appetite , use as many as you like ) . 
Place in the oven to warm through , 
while you continue . 
Heat 1 tbsp of oil in a large frying pan 
or wok . Stir fry the onion for 1 minute , 
then add the carrot and pepper and 
stir - fry for 1-2 minutes or so , to your 
liking , until the veg is just softening but 
still has plenty of bite . 7. Stir in the black beans and hoisin 
mixture . Stir - fry for 1 minute , adding 
a splash of water to thin the mix a little 
if needed ( but it shouldn't be too runny ) . 
8. Stir in half the coriander and add 
more tamari , lime juice , chilli 
flakes and seasoning , to taste . 
9. Fill the tortillas with the veg mixture 
and the salad leaves , then drizzle 
over a little olive oil and add a pinch of 
salt . Serve , sprinkled with remaining 
coriander .","4
Ingredients
1 garlic clove
1 red onion
1 carrot
1 red pepper
15g coriander
1 tin black beans
1 pack hoisin sauce
1 pack sweet chilli sauce
2 tbsp tamari - add to taste
1/2 tsp ground ginger
1 lime
1/4 tsp chilli flakes - add to taste
1 pack tortillas
50g mixed salad leaves"
IMG_1210.JPG,Tomato & Butterbean Curry,"1. Preheat the oven to 200 ° C / Gas 6 . 
Halve the tomatoes . Put them cut - side 
up in a roasting tray . Drizzle over ¹ / 2 
tbsp of oil and season . Roast for 20 
minutes , until softened . 
2. In the meantime , boil a kettle . Peel and 
finely chop the garlic and ginger . 
Deseed and finely chop the chilli . 
Chop the bulk of the coriander stalks 
away from the leaves . Chop the stalks . 
Trim and thinly slice the flat beans . 
4. Drain and rinse the butterbeans . 
5. Heat 1/2 tbsp of oil in a saucepan . 
Add the ginger , garlic , coriander 
stalks and half the chilli . Cook for 1-2 
minutes . Stir frequently . 
6. Add the curry spice pot . Stir for 
approx . 30 secs , until smelling fragrant . 
Add the butterbeans and coconut 
milk . Refill the coconut milk tin two 
thirds full with water ; add that . Simmer 
for 5 minutes , then stir in the flat 
beans . Simmer for a further approx . 
minutes , until the flat beans are just 
tender . You might want a splash more 
water to thin it a little to your liking . 5 7. Meanwhile , rinse the rice in a sieve . Add the rice , star anise and a pinch of salt to another saucepan . Cover the rice with plenty of boiled water . Bring it to the boil . Cook for 10-12 minutes , 
until the rice is just tender . 
8. Chop the coriander leaves . 
9. When the tomatoes are ready , remove 
them from the oven and add them to 
the curry sauce . 
10. Drain the cooked rice . Remove the 
star anise . Season the curry , stir in 
some of the coriander leaves and add 
more fresh chilli if you like . 
11. Divide the rice and curry between 2 
bowls . Sprinkle over more coriander 
leaves to garnish .","Ingredients
250g cherry tomatoes
1 garlic clove
1 small piece ginger
1 chilli - add to taste
1 bag coriander
125g flat green beans - you have
been given a 350g bundle
1 tin butterbeans
1 curry spice pot
1 tin coconut milk
100g white basmati rice
2 star anise"
IMG_1207.JPG,Baked Greek Beans & Potato Wedges,"1. Preheat your oven to 190 ° C / Gas 5. Peel and chop the potatoes into thick wedges . Roughly chop 1 good tbsp of rosemary leaves . Toss the potatoes in a roasting tin in oil to
coat . Season . Roast for 30 mins .
2. Meanwhile , peel , halve and finely slice the onion . Deseed and
chop the pepper into approx . 2cm pieces .
3. Heat 2 tbsp of oil in a frying pan . Gently fry the onion and pepper for 12 mins , stirring often , while you continue . Add a
splash of water if it looks like catching .
4. Peel and finely chop the garlic . Finely zest ¹ / 2 the lemon .
Drain and rinse the butterbeans . Roughly chop the parsley .
5. Stir the garlic into the frying pan . Cook for 30 secs . Stir in the Greek bean spice pot . Cook for 1 min , then stir in the pesto , bouillon , tomatoes and beans . Refill the empty can 1/2 full with water ; add that . Season . Simmer for 5 mins , stirring often .
6. Transfer the beans to a baking dish . Bake for 20 mins , until the sauce has thickened .
7. After 30 mins , remove the potatoes from the oven . Toss with the rosemary and roast for a further 10 mins or so , until the potatoes are cooked through and crisp .
8. When the beans are ready , loosen the sauce with a little water if it's too thick . Check the seasoning . Sprinkle a little lemon zest over the potatoes .
9. Serve the beans with the Wootton white crumbled over and sprinkled with parsley . Serve the potatoes on the side .","Ingredients
500g potatoes
10g rosemary
1 onion
1 red pepper
2 garlic cloves
1 lemon
1 tin butterbeans
15g parsley
1 Greek bean spice pot
1 tbsp pesto rosso
tsp bouillon powder
1 tin chopped tomatoes
75g Wootton white cheese
1"
IMG_1203.JPG,Ginger & Lime Pork & Satay Greens,"1. Mix the ginger , turmeric and the juice from just 1 lime in a large bowl . Mix in the pork , season , and keep to one side .
2. Halve the leek , lengthways , then finely slice . Finely chop the chilli ( keep the seeds in for more heat , if you like ) . Peel and finely chop the garlic . Chop the coriander , stalks and all . Strip the spring green leaves off their stalks . Cut out the
tough spines , roll up the leaves and shred .
3. Boil a kettle . Tip the coconut milk into a small bowl . Stir
the liquid and solids together . In another small bowl , mix
the peanut butter with 2 tbsp of boiled water , to loosen it ( it
doesn't have to be mixed smooth ) .
4. Put the leek , spring greens and garlic in a large frying pan , with 3 tbsp of water . Heat and stir - fry , keeping it all moving ,
for 4-5 mins , until the leek and greens have softened . You
might need a splash more water to help them along . Transfer
to a plate .
5. Heat 1/2 tbsp of oil in the frying pan . Add the pork ( and juices from the bowl ) . Stir - fry on a medium - high heat for 2 mins .
6. Stir in the leek , greens , garlic and 3/4 of the chilli . Cook for
2 mins .
7. Stir in 3/4 of the coconut milk ( this is to keep to the calorie count ) , with the peanut butter , tamari and a good handful of
mixed beansprouts . Remove from the heat . Stir in 3/4 of the
coriander .
8. Season and add more lime juice to taste . Serve , sprinkled with the remaining coriander and chilli ( to your taste for heat ) with more lime , cut into wedges , for squeezing .","Ingredients
1 tsp ground ginger
1 tsp turmeric
2 limes
250g pork stir - fry strips
1 leek
1 chilli
1 garlic clove
15g coriander
150g spring greens
3/4 tin coconut milk
40g peanut butter
1 tbsp tamari
1 good handful mixed
beansprouts"
IMG_1205.JPG,Indian Coconut Spinach & Potato Traybake,"1. Before you start , preheat your oven to 200 ° C / Gas 6 and make sure you have all your ingredients washed and equipment ready to hand .
2. Quarter the potatoes ( no need to peel ) . Peel and halve the onion . Chop into wedges . Toss the potatoes and onion in oil in a large roasting tin . Season with salt and pepper and roast or 15 minutes , while you continue .
3. Trim the stalk end of the broccoli ,
then lightly peel the stalk . Split the whole head into thin florets , including
the stalk , tapering it down . Try and
keep the pieces roughly the same
thickness ; you want them all to be quite
thin pieces , so they cook in time .
4. Peel and finely chop or grate the garlic
and ginger . Drain the chickpeas .
5. After 15 minutes , toss the broccoli
with the potatoes and onions ,
drizzle with a little more oil ( use a
second roasting tin , if it looks a tad
overcrowded ) . Roast for a further 5
minutes .
6. Add the garlic , ginger , Indian traybake spice pot and roast for 5 more minutes . Stir in the chickpeas and coconut milk . Roast it all for a further 15 minutes , stirring it halfway through . If it needs a little splash of water towards the very end , then add a tbsp or so , but it's best not to have it too
runny .
7. Meanwhile , strip the spinach leaves off any tough stalks . Roughly chop the leaves . Add to the roasting tin 5
minutes from the end , to wilt .
8. Chop the coriander , stalks and all .
9. Check the seasoning and add
lime juice to taste . Stir in half the
coriander .
10. Serve , scattered with freshly sliced
chilli to your liking ( this is optional )
and any remaining coriander . Add
extra wedges of lime if you like .","Ingredients
500g white potatoes - you can
use a little less if you have a
smaller appetite
1 red onion
1 head Calabrese broccoli
2 garlic cloves
1 piece ginger
1 tin chickpeas
1 Indian traybake spice pot
1 tin coconut milk
200g true spinach
1 bag coriander
1 lime
1 chilli - optional , add to taste"
IMG_1206.JPG,Middle Eastern Rice,"1. Boil a kettle . Rinse the rice in a sieve .
Transfer the rice , bouillon and a
pinch of salt to a medium saucepan .
Cover with 600ml of boiled water .
Simmer , partially covered with a lid ,
for 25 minutes , until tender with a
little bite . Stir now and then and add a
splash of water if it looks like drying out
too much . Drain well when cooked .
Meanwhile , put a medium saucepan of
salted water on to boil .
3. Peel and finely slice the onions . Peel
the skin off the carrot ( s ) then use the
peeler to peel long strips , rotating as
until reach the core ( thinly you go , you
slice the core or reserve for another
meal ) . Trim and slice the beans into
approx . 1-2cm pieces .
4. Heat 1½ tbsp of oil in a frying pan . Fry the onion on a low - medium heat for 8-10 minutes , stirring often , until softened and lightly golden .
While the onion cooks , slice the olives . Peel and finely chop the garlic . Drain the chickpeas ( you only need two - thirds of the tin in this recipe ) .
6. Chop the coriander , parsley and chervil leaves together on your board .
7. Into the pan of boiling water , add the
beans . Boil for approx . 3-4 minutes , until just tender ( or if you prefer them
squeeky , a little less ) . Drain . Keep to
one side .
8. Stir the spice pot into the onion pan . Fry for 2 minutes , stirring continually , until fragrant . Add the chickpeas , garlic , olives , sultanas , carrot and
a splash of water . Cook until the carrot is tender ( approx . 1 minute ) .
9. Fluff the rice up with a fork . Stir the
rice , beans and three - quarters of the herbs into the onion pan . Check the seasoning . Add a squeeze of lemon
juice .
10. To serve , drizzle with yogurt , scatter over the remaining herbs and add wedges of leftover lemon wedges on
the side .","Ingredients
125g brown basmati rice
1 tsp bouillon powder
2 red onions
1 large or 2 small carrots
125g flat green beans
60g green olives - please check
for stray stones
1 garlic clove
23 tin chickpeas
15g coriander
15g parsley
10g chervil
1 Middle Eastern rice spice pot
20g sultanas
1 lemon
2/3 pot low fat yogurt"
IMG_1204.JPG,Wild Garlic Channa Dal & Indian Spiced Potatoes,"1. Preheat your oven to 200 ° C / Gas 6 .
2. Scrub and chop the potatoes into
wedges , then toss in a large roasting
tin in just enough oil to coat . Season
with salt and pepper . When your
oven is to temperature , roast the up
potatoes for 25 minutes , tossing
halfway , while you continue .
Peel and thinly slice the onion . Heat 1
tbsp of oil in a medium saucepan . Start
gently frying the onion on a low heat ,
stirring often , while you continue .
4. Peel and finely chop or grate the
ginger and 1 tsp of turmeric . Slice
the chilli into thin rings .
5. Stir the ginger , turmeric and half the
chilli into the onion for 1 minute .
6. Add the bouillon , chickpeas and
the liquid in their tin . Bring to a boil
then reduce the heat , cover with a lid
and simmer for 15 minutes , while you
continue . Stir now and then , and add
a splash more water towards the end if
needed . After 15 minutes , remove the
saucepan from the heat and set aside .
7. Shred half the bag of mint . Trim and
thinly slice the beans . Roughly chop the wild garlic ( as much as you fancy -
we went all in ! ) .
8. Pop your seed spice pot in a pestle
and mortar ( or use a small bowl and
the end of a rolling pin instead ) .
Grind the spices to roughly crush
them - they don't have to be ground
to a fine powder . After 25 minutes ,
sprinkle the crushed spices over the
roasting potatoes . Continue to roast
for approx . 15-20 more minutes , until
they're nicely cooked through .
9. When the potatoes have 10 minutes
remaining , return the chickpea
saucepan to the heat . Bring up to the
boil , then stir in the beans and garam
masala . Recover the saucepan and
simmer for 5 minutes , then stir in the
wild garlic for a couple of minutes .
Season and add lime juice to taste .
10. Serve the potatoes scattered with
a squeeze of lime if you like , some
shredded mint and remaining chilli
to your taste , with the wild garlic
channa dal .","Ingredients
400g potatoes - you have a
500g bag
1 white onion
1 piece fresh ginger
1 large piece fresh turmeric
( you may have 2 small pieces )
1 chilli - add to taste
1/2 tbsp bouillon powder
1 tin chickpeas
10g mint
125g flat green beans
100g wild garlic - add to taste
1 seed spice pot
1 tsp garam masala
1 lime"
IMG_1198.JPG,Miso Lime Pork & Rice Noodles,"1. Put a medium saucepan of salted water on to boil .
2 . Peel long ribbons of courgette , working down and round until
you reach the seedy middle and can peel no more .
3. Separate the pak choi leaves . Halve any larger ones ,
lengthways . Slice the chilli into thin rings . Peel and finely slice
the garlic into thin slivers . Chop the coriander , stalks and all .
Shred the basil leaves .
4. Mix the miso in a mug , or small bowl , with the juice from ½
the lime and 2 tbsp of water . Season the pork .
5. Boil the noodles for approx . 4 mins , until just tender . Drain
and run under cold water to cool them , then set aside .
6. Heat 1/2 tbsp of oil in a large frying pan . Stir - fry the pork for
1-2 mins on each side , until just cooked through . Transfer to a
plate for a moment .
7. Heat 1 tbsp more oil in the pan . Stir - fry the pak choi for 1 min , then add the courgette , garlic , ginger and chilli , to your taste . Stir - fry for 1 more min . Toss in the noodles , tamari ,
mirin and 3/4 of the coriander and basil . Transfer to serving
bowls .
8. On the heat , add the miso and lime mix to the pan , turning
the pork in it to coat ( you might need to add a splash more
water at this stage to help it ) , then transfer to a plate . Serve
with the noodles , sprinkled with remaining coriander and
basil , with extra wedges of lime .","Ingredients
1 courgette
1 large or 2 small pak choi
1 chilli - add to taste
1 garlic clove
15g coriander
20g basil
1 tbsp sweet white miso
1 lime
4 pork escalopes
1/2 sticks brown rice noodles
( this is for your calorie
count ; use all of it if you're not bothered about, 1/2 tsp ground ginger
1 tbsp tamari
1 tbsp mirin"
IMG_1201.JPG,Moroccan Chicken & Lentil Traybake,"1. Preheat your oven to 190 ° C / Gas 5 .
2 . Peel and chop the onion into wedges . Deseed and chop the pepper into large bite - sized chunks . Peel and cut the carrot ( s )
into bite - sized chunks . Chop the squash into 3cm rings , scoop
out the seeds with a spoon , then carefully remove the skin with
a knife . Chop into chunks .
3. Place all the veg in a large roasting tin . Toss in oil to coat .
Season . Bake for 10 mins , while continue . you
4. Peel and finely chop the garlic . Season the chicken . Heat 2
tbsp of oil in a frying pan . Fry the chicken , skin - side down , on
a medium - high heat for 3-4 mins , until golden .
5. Toss the roasting veg . Add the chicken , skin - side up , drizzle it with a little more oil . Bake for 15 mins .
and
6. Meanwhile , scrape the flesh out of the preserved lemon rind . Discard the flesh , finely chop the rind . Slice the olives . Altogether on your board , chop the chervil , parsley and mint leaves . Drain and rinse the lentils in a sieve .
7. After 15 mins , remove the roasting tin from the oven . Transfer the chicken to a plate . Stir the garlic , Moroccan spice pot , olives , passata , lentils and 1/2 the preserved lemon into the veg . Refill the passata pot with water ; gently mix that in too . Place the chicken back on top . Bake for approx . 15 more mins , until the chicken is cooked through .
8 . While the chicken cooks , mix the harissa into the yogurt .
9. When ready , remove the cooked chicken from the tin . Toss the lentils and veg with 3/4 of the fresh herbs . Season to taste . Serve with the chicken , the yogurt for drizzling , and sprinkled with the remaining herbs and preserved lemon .","Ingredients
1 red onion
1 Romano pepper
1 large or 2 small carrots
1 delicata squash ( if large ,
use 2 )
1 garlic clove
2 chicken thighs
1 piece preserved lemon
30g black olives - please check
for stray stones
10g chervil
10g mint
15g parsley
1 tin dark lentils
1 Moroccan spice pot
200g passata
1 tbsp harissa
1 pot yogurt"
IMG_1199.JPG,Pork Jambalaya,"1. Boil a kettle . Rinse the rice in a sieve . Transfer to a medium
saucepan with a pinch of salt . Cover with plenty of boiled water . Bring to the boil and cook just for 5 mins ( it will be
further cooked later in the method ) . Drain , set aside .
2. Meanwhile , deseed and roughly dice the peppers . Peel , halve ,
and finely slice the onion .
3. Heat 1 tbsp oil in a frying pan . Fry the peppers and onion on
a low - medium heat for 8 mins , stirring now and then . While
the veg cooks , finely dice the tomatoes . Pod the peas . Finely
chop the parsley leaves .
4. Season the pork . Add the pork to the frying pan . Turn up the
heat . Fry for 3-4 mins , stirring occasionally .
5. Add the tomatoes , tomato purée , jambalaya spice pot and a small pinch of cayenne ( it's quite spicy , you can always add more later ) . Cook for 2 mins .
6. Stir in the rice , peas , Worcester sauce and 125ml of water . Simmer for 5 mins , until the rice is tender and pork cooked . Keep an eye on the liquid as it cooks as you may need a splash more , depending on your pan and hob heat - stir regularly , particularly towards the end .
7. Stir in the parsley . Check the seasoning . Add a touch more
cayenne , if you like .
8. Serve the jambalaya with lemon wedges for squeezing .","Ingredients
125g white basmati rice
1 red pepper
1 yellow pepper
1 onion
2 tomatoes
300g garden peas
15g parsley
250g pork stir - fry strips
1 tbsp tomato purée
1 jambalaya spice pot
1/4 tsp cayenne - add to taste
1 tbsp Worcester sauce
1 lemon"
IMG_1202.JPG,Chicken Dhansak Curry,"1. Boil a kettle . Peel and finely dice the onion . Peel and finely chop the garlic . Deseed and finely chop the chillies ( or leave
the seeds in for more heat ) . Deseed and thinly slice the pepper
( approx . 1 cm ) .
2. Season the chicken . Heat 1 tbsp of oil in a large saucepan .
Fry the chicken for a few mins to brown it all over . Transfer to
a plate .
3. Add a splash more oil to the large saucepan . Gently fry
the onion for 10 mins , stirring now and then . Add a splash
of water if it looks like catching . While it cooks , halve the
tomatoes . Rinse the lentils in a sieve .
4. To the onion , add the pepper , garlic , dhansak spice pot
and 1/2 the chilli ( or slightly less , to your taste for heat ) . Cook
for 2 more mins . Add the lentils , tomatoes and coconut
milk . Refill the coconut milk tin 2 full with water ; add that .
Simmer for 10 mins , while you continue .
5. Boil a kettle . Rinse the rice in the sieve . Transfer it to a
medium saucepan with a good pinch of salt . Cover well with
boiled water . Cook on a low boil for 20-25 mins , until tender .
7 .
6. Meanwhile , stir the chicken , dried coriander leaves and
mango chutney into the lentils . Simmer for approx . 20 mins , until the lentils are very soft and breaking down , and the chicken cooked through and tender . Stir regularly and keep an eye on the liquid ; add a splash more water if needed .
Stir the dried mint into the yogurt .
8. Drain the cooked rice . Season the curry and add lemon juice , to taste . Serve the curry with the rice and yogurt , sprinkled with extra chilli , if you like .","Ingredients
1 onion
2 garlic cloves
2 chillies - add to taste
1 Romano pepper
275g diced chicken leg
125g cherry tomatoes
100g red lentils
1 dhansak spice pot
1 tin coconut milk
150g brown basmati rice
2 x 1 tbsp dried coriander
leaves
60g mango chutney
1 tsp dried mint
1
1 lemon
pot yogurt"
IMG_1200.JPG,Sticky Soy Chicken with Vegetable Rice,"1. Peel and finely dice the onion . Peel and thinly slice the carrot . Deseed and thinly slice the pepper . Thinly slice the
courgette .
2. Heat 1 tbsp of oil in a large frying pan . Fry the onion , carrot , pepper and courgette for 10 mins on a low - medium heat , stirring now and then . Add a splash of water if they look like catching too much ( a little colour is okay ) .
3. Heat the sesame seeds in a medium saucepan for 2 mins ,
until lightly toasted . Transfer to a plate .
4. Boil a kettle . Rinse the rice in a sieve . Transfer it to the same
medium saucepan , with a pinch of salt . Pour over boiled water
to cover it well . Boil for 10 mins , until just tender .
5 . Transfer the fried veg from the frying pan to a plate .
6 . Add the chicken to the frying pan ( no need to wash the pan ) ,
with the tamari , honey , ground ginger , dried coriander
leaves and 4 tbsp of water . Cook on a medium heat for 4-5
mins , until the chicken is cooked through and the sauce is
reduced to your liking and slightly sticky .
7. Drain the cooked rice . Transfer it back to the pan it cooked in .
Stir in the turmeric to colour the rice , then add the fried veg
and toasted sesame oil . Season to taste .
8. Serve the rice with the chicken on top , sprinkled with
sesame seeds .","Ingredients
1 red onion
1 carrot
1 romano pepper
1 courgette
1 tbsp sesame seeds
150g white basmati rice
275g diced chicken breast
2 tbsp tamari
1 tbsp honey
1/2 tsp ground ginger
1 tbsp dried coriander leaves
1/4 tsp turmeric
1 tbsp toasted sesame oil"
IMG_1197.JPG,Sweet Thai Chilli Beef Stir - fry,"1. Boil a kettle . Transfer the beef from its pack to a plate and set
aside .
2. Rinse the rice in a sieve . Transfer it to a medium saucepan .
Add a couple of pinches of salt and cover with plenty of
boiled water . Bring to the boil and cook for 20-25 mins , until
just tender with a little bite .
3. While the rice cooks , peel and finely slice the onion . Deseed
and finely slice the pepper . Snap off and discard the woody
ends from the asparagus spears . Chop the spears into 2-3cm
pieces . Peel and finely chop the garlic and ginger . Finely chop
the coriander , stalks and all .
4. Season the beef . When the rice is almost ready , heat ½ tbsp
of oil in a wok or large frying pan . Stir - fry the beef for 2 mins ,
until coloured . Transfer to a plate . Add ½ tbsp of oil to the
pan and add the onion , pepper and asparagus , with a splash
of water if needed . Stir - fry for 2 mins .
5. Add the beef back to the pan , with the garlic , ginger and enough chilli flakes to your taste for heat . Stir - fry for 1 min .
6. Add the sweet Thai chilli sauce and 1 tbsp of water . Stir to mix everything together .
7. Drain the cooked rice . Stir 3/4 of the coriander into the stir
fry . Season and add a squeeze of lime juice , to taste . Serve
with the rice , sprinkled with remaining coriander and extra chilli flakes if you'd like a little more heat .","Ingredients
250g beef stir - fry strips
100g brown basmati rice
1 red onion
1 Romano pepper
250g asparagus
1 garlic clove
25g ginger
15g coriander
¹ / 4 tsp chilli flakes - add to
taste
1 pack sweet Thai chilli sauce
1 lime"
IMG_1195.JPG,Green Thai Pork & Lemongrass,"1. Boil a kettle . Rinse the rice in a sieve .
Transfer to a medium saucepan with
a couple of good pinches of salt . Cover
with plenty of boiled water . Bring to a
low boil . Cook for approx . 20 minutes ,
until tender with a little bite , while you
continue .
2. Using just the bottom ( fatter ) third of
the lemongrass stalk , peel off 1 or
2 of the tough outer layers , then very
finely slice the rest . Peel and finely chop
the garlic .
3. Strip the kale leaves off their tough ,
central stalk ribs . Bunch the leaves .
together . Chop them , quite thinly .
Coarsely chop the peanuts . Roughly
chop the coriander .
4. Heat 1 tbsp of oil in a wok or large
frying pan . Add the pork , then the
lemongrass . Without stirring , fry
on a medium - high heat for approx .
2 minutes to brown the pork on one
side a little crispiness , if you can get
any at this point , is good . Then stir - fry
for a further 5 minutes , to brown the
rest . Turn the heat down and fry for a
further 5 minutes , stirring often .
5. To the pork , add the Thai curry
paste ( both packs , or 12 for a milder
flavour ) .
6. Stir in the coconut cream , tamari ,
garlic , ground ginger and a pinch
of chilli flakes . Add 150ml of water .
Simmer for 2 minutes .
7. Add the kale . Simmer for 3-4 minutes ,
until the kale has wilted . Stir in half
the coriander , check the seasoning
and add a squeeze of lime juice , to
taste .
8. Drain the cooked rice . Serve the rice
with the pork , sprinkled with the
peanuts , remaining coriander and a
few more chilli flakes , too , if you like .","Ingredients
150g brown basmati rice
1 lemongrass
2 garlic cloves
200g curly kale
30g peanuts
15g coriander
300g pork mince
2 packs Thai green curry paste
add to taste
1 pack coconut cream
1 tbsp tamari
1/2 tsp ground ginger
1/4 tsp dried chilli flakes - add
to taste
1 lime"
IMG_1196.JPG,Sticky Chicken Wings & Egg - fried Rice,"1. Preheat your oven to 210 ° C / Gas 7. Put a medium saucepan
of salted water on to boil . In a wok or large frying pan , gently
toast the sesame seeds for 2 mins . Transfer to a plate .
2. Boil the rice for 10 mins . Drain into a sieve , run under cold
water to cool , then press with a spoon to remove excess
moisture . Spread it on a tray . Transfer to the fridge .
3. Lightly oil a roasting tin . Halve each chicken wing through
the bone joint . Put the flour in a bowl . Season it . Toss the
chicken pieces in the flour . Transfer to the roasting tin . As
they are , with no extra oil , bake for 30 mins , until cooked
through , slightly coloured and crispy .
4. Peel and finely dice the onion . Thinly slice the mushrooms .
Strip the spring green leaves off their tough central stalks .
Layer up the leaves , roll into a cigar shape then thinly shred .
5. Beat the eggs in a small bowl . Heat 2 tbsp of oil in a wok or
large frying pan over a high heat . Add the eggs and stir - fry until scrambled , then transfer to a plate .
6. When the chicken is 5 mins from being ready , heat 1 more tbsp of oil in the frying pan . Stir - fry the onion for 2 mins . Add the mushrooms . Stir - fry for 2 mins . Add the greens . Stir - fry for 1 min . You might need a splash more oil or water to prevent it from sticking .
7. Stir in the rice . Stir in the eggs , tamari and toasted sesame oil . Season to taste . Remove from the heat .
pan . 8. Empty the hoisin and sweet chilli sauces into a small Add chilli flakes to your taste for heat . Heat gently to warm through ( if unsure , use a pinch and sprinkle over more at the end ) . Pour over the chicken . Sprinkle over the sesame seeds . Serve with the rice .","Ingredients
1 tbsp sesame seeds
100g white basmati rice
1 pack chicken wings
20g self - raising flour
1 onion
150g mushrooms
200g spring greens
2 eggs
1 tbsp tamari
1 tbsp toasted sesame oil
2 packs hoisin sauce
2 packs sweet chilli sauce
1/4 tsp chilli flakes - add to
taste"
