,original_filename,title,instructions,ingredients,clean_ingr,clean_ingredients,units,quantities,addon
37,IMG_1232.JPG,Gnocchi with Italian Pepper Sauce,"1. Thinly slice the onion. Finely chop 1 tbsp of rosemary leaves.
2. Heat 1 tbsp of oil in a medium saucepan. Start gently frying the onion and rosemary together, stirring often,
while you continue.
3. Halve the peppers, lengthways, remove the seeds then chop into thin strips. Add them to the onion and rosemary. Cook for a further 5 minutes, stirring often and adding a splash of water if it looks like catching at all.
4. Meanwhile, boil a kettle. Peel and finely chop or grate the garlic.
5. Use a good veg peeler to peel down long strips of courgette, to make thick,
ribbon - like strands. Set aside.
6. Fill a large saucepan with boiled water.
Bring to a boil on the hob.
Stir the garlic into the onion and pepper.
8. Add the cherry tomatoes ( whole )
and half a standard mug of boiled water ( approx. 125ml ). Season with salt and pepper. Bring to a low boil. Let it simmer gently, while you continue.
Use your wooden spoon to help the tomatoes break down a little.
9. Boil the gnocchi for 2-3 minutes, until they rise to the surface, then drain and leave in the colander while you toast the pine nuts.
10. Put the pine nuts in a large dry frying pan ( no oil ). Gently heat, stirring often, until golden. Keep a good eye on them as they catch and burn quickly. Transfer to a plate.
11. ( Skip this step if short of time ). Heat 1 tbsp of oil in the same frying pan. Add the gnocchi to the hot oil.
Fry for a few minutes ( don't stir too much ), until golden and crisping.
12. Add the gnocchi to the cooked pepper sauce and check the seasoning.
Add a squeeze of lemon juice to taste.
13. Add the courgette ribbons to the frying pan with some salt and pepper to season. Stir - fry for 1-2 minutes, to soften them just a little ( you want a bite of lemon to them still ). Add a squeeze to taste.
14. Serve the gnocchi and sauce topped with courgette, Italian cheese, pine nuts and some freshly grated lemon zest to garnish too, if you like.","1 red onion, 10g rosemary, 2 red Romano peppers, 2 garlic cloves, 1 courgette, 1 punnet cherry tomatoes, 1 pack gnocchi, 20g pine nuts, 1 lemon, 25g Italian - style hard cheese","red onion,  rosemary, red Romano peppers, garlic cloves, courgette, punnet cherry tomatoes,  gnocchi,  pine nuts, lemon,  Italian - style hard cheese","['', 'g', 'g']","['1', '10', '20']","['red onion', 'rosemary', 'pine nuts']","2 red Romano peppers, 2 garlic cloves, 1 courgette, 1 punnet cherry tomatoes, 1 pack gnocchi, 1 lemon, 25 g Italian - style hard cheese"
38,IMG_1229.JPG,Asparagus Bulghur Pilaf with Turmeric Yogurt,"1. Preheat your oven to 200 ° C / Gas 6.
Boil half a kettle of water.
2. Prepare the asparagus by removing the base ( see tip ). Halve any fatter ones.
lengthways. Trim the spring onions.
Toss the spring onions in a roasting tray in oil to coat and season with salt and pepper. Set aside for now.
hop the pepper into thin rings, from the tip end down, discarding the core.
4. Heat 1 tbsp of oil in a wide hob and oven proof pan ( or use a frying pan then transfer to a baking dish ). Add the pepper, tomatoes ( whole ) and stir - fry for 3 minutes. Add the spice pot, tomato purée and half the turmeric. Stir for 1 minute. Add a splash of water, if the spices stick.
5. Stir in the bulghur and 250ml of boiled water. Season with salt and pepper, stir everything together and put the pan in the oven ( transfer to an baking dish if needed ). Put the spring onions tray in too. Bake both for 5 minutes.
6. After 5 minutes, stir the bulghur. Push the spring onions to one side of the tray. Add the asparagus to the other side and drizzle over a little oil. Season.
Bake everything for a further approx.
10-12 minutes, until the bulghur is cooked through and the liquid absorbed and the veg are just tender with a little bite. Remove the spring onions if they're starting to char too much.
7. At this point, you could make a quick flatbread if you like. In a bowl, mix 50g plain flour, 100g self - raising flour, caraway seeds and 110g of yogurt. Season. Use your hands or a spoon to bring the mix to a fairly smooth dough add a tsp or so more yogurt if needed, at the end, but don't let the mix become too wet. Divide the dough into 4 balls. Use a rolling pin or pat the dough into thin circles.
- you can 8. Heat a large frying pan ( no oil is needed ), fry the flatbreads in batches on a medium - high heat for a couple minutes on each side, until starting to lightly colour.
9. Mix the remaining turmeric with 1 pot of yogurt.
10. Stir the spinach into the cooked bulghur until just wilted. Pop it back into the oven for a couple of minutes if needed. Check the seasoning and add lemon juice to taste.
11. Serve scattered with the pumpkin seeds, asparagus and spring onions with the flatbreads alongside.
Drizzle over the yogurt.","1 bunch asparagus, 1 bunch spring onions, 1 red Romano pepper, 1 punnet cherry tomatoes, 1 asparagus bulghur spice pot, 1 tbsp tomato purée, 1 tsp dried turmeric, 100g bulghur wheat, 1/2 tsp caraway seeds, 2 pots yogurt - 1 for the pilaf , 1, for the flatbreads , if you make, them, 1 bag spinach, 1 lemon, 2 tbsp pumpkin seeds","bunch asparagus, bunch spring onions, red Romano pepper, punnet cherry tomatoes, asparagus bulghur spice pot,  tomato purée,  dried turmeric,  bulghur wheat,  caraway seeds, pots yogurt - for the pilaf , 1, for the flatbreads , if you make, them,  spinach, lemon,  pumpkin seeds","['bunch', 'bunch', 'tbsp', 'tsp', 'g', 'tsps', 'bag', 'tbsps']","['1', '1', '1', '1', '100', '0.5', '1', '2']","['asparagus', 'spring onions', 'tomato purée', 'dried turmeric', 'bulghur wheat', 'caraway seeds', 'spinach', 'pumpkin seeds']","1 red Romano pepper, 1 punnet cherry tomatoes, 1 asparagus bulghur spice pot, 2 pots yogurt -1 for the pilaf, 1, for the flatbreads, if you make, them, 1 lemon"
39,IMG_1233.JPG,Bang Bang Cauliflower Noodles,"1. Preheat your oven to 210 ° C / Gas 7. Cut the cauliflower into 
florets ( if any are a lot larger than the others, halve them, so 
they all cook in the same time ). 
2. Put the chickpea flour in a large bowl. Stir in 3 tbsp of cold 
water, to make a thinnish paste. Toss in the cauliflower. Tip 
in the breadcrumbs, sesame and black onion seeds. Toss 
the cauliflower again to coat it in breadcrumbs and seeds. 
Add a little drizzle of oil ( 1-2 tbsp ) and season well. 
3. Tip the contents of the bowl into a roasting tin ( including any 
crumbs left in the bowl ). Roast for approx. 18-20 mins, until 
the edges of the cauliflower are starting to colour ( keep a 
good eye on it towards the end ). 
4. Meanwhile, boil a kettle. Fill a large saucepan with boiled 
water. Bring to the boil. Boil the noodles for 4 mins, then 
drain into a sieve and run under cold water to cool them. Set 
aside. 
5. Put the coconut milk, curry powder and bouillon in the large saucepan. Season. Bring to a simmer. 
Chop the coriander, stalks and all. 
When the cauliflower is ready, handful by handful, stir the spinach into the coconut milk, until just wilted. Stir in the noodles and 1/2 the coriander. Season and add a squeeze of lime juice, to taste. 6. 
7. 
8. Serve the noodles and sauce with the cauliflower, sprinkling leftover crumbs from the roasting tin over the top. Drizzle with sriracha sauce. Sprinkle over the remaining coriander. any","1 cauliflower, 20g chickpea flour, 30g breadcrumbs, 1, 1 tbsp sesame seeds, tsp black onion seeds, 2 sticks rice noodles, 1 tin coconut milk, 1 tbsp curry powder, 1 tsp bouillon powder, 15g coriander, 200g spinach, 1 lime, 1 pack sriracha sauce - add, to taste","cauliflower,  chickpea flour,  breadcrumbs, 1,  sesame seeds, tsp black onion seeds, sticks rice noodles,  coconut milk,  curry powder,  bouillon powder,  coriander,  spinach, lime,  sriracha sauce - add, to taste","['', 'g', 'tbsp , tsp', 'tin', 'tbsp', 'tsp', 'g', 'g']","['1', '20', '1', '1', '1', '1', '15', '200']","['cauliflower', 'chickpea flour', 'sesame seeds', 'black onion seeds', 'coconut milk', 'curry powder', 'bouillon powder', 'coriander']","30 g breadcrumbs, 1, 2 sticks rice noodles, 1 lime, 1 pack sriracha sauce - add, to taste"
40,IMG_1231.JPG,Indian Cauliflower Stir - fry,"1. Boil a kettle. Rinse the rice in a sieve. Transfer the rice and a pinch of salt to a medium saucepan. Pour in plenty of boiled water. Boil for approx. 20 mins, until the rice is tender.
2. Meanwhile, peel and finely slice the onion. Trim and break 1/2 the cauliflower into small florets ( use a little more if small ).
Peel and halve the carrot, lengthways, then thinly slice.
3. Heat a large frying pan. Gently toast the almonds for 2-3 mins, until golden. Transfer to a plate. Heat 1/2 tbsp of oil in the same pan. Gently stir - fry the onion and carrot for 5 mins.
Add a splash of water if it looks like catching.
4. Meanwhile, peel and finely chop the garlic. Drain the chickpeas. In a measuring jug, pour 150ml of boiled water over the bouillon and curry powder. Stir, to make a stock.
5. Transfer the onion and carrot to another plate. Add the cauliflower and stock to the same pan. Bring to a low boil. Cook for 6-7 mins, stirring halfway, until the cauliflower is just tender and the liquid reduced to almost nothing.
6. Meanwhile, strip the kale leaves off their tough stalks.
Roughly chop the leaves ; discard the stalks. Drain the rice.
7. When the stock has reduced, add 1 tbsp of oil to the frying pan. Turn the heat up to medium. Add the onion, carrot, garlic, Indian stir - fry spice pot, sultanas, kale and a pinch of chilli flakes ( if using ). Stir - fry for 1-2 mins, until the kale is starting to wilt ( add a splash of water if needs be ).
8. Stir in just two - thirds of the chickpeas ( to keep to your calorie count ). Stir - fry for approx. 2 mins more, until all the veg is tender. Season and add lemon juice, to taste. Serve the rice and cauliflower with a drizzle of yogurt and the almonds.","100g brown basmati rice , 1 red onion , 1/2 cauliflower , 1 carrot , 20g flaked almonds , 1 garlic clove , 2/3 tin chickpeas , 1 tsp bouillon powder , 1 tbsp curry powder , 100g curly kale , 1 Indian stir - fry spice pot , 20g sultanas , ¹ / 4 tsp chilli flakes - optional , , add to taste , 1 lemon , 13 pot low - fat yogurt"," brown basmati rice , red onion , cauliflower , carrot ,  flaked almonds , garlic clove ,  chickpeas ,  bouillon powder ,  curry powder ,  curly kale , Indian stir - fry spice pot ,  sultanas , ¹ /  chilli flakes - optional , , add to taste , lemon , pot low - fat yogurt","['g', '', 'tin', 'tsp', 'tbsp', 'g', 'g', 'tsps', '']","['100', '1', '0.667', '1', '1', '100', '20', '4', '1']","['brown basmati rice', 'carrot', 'almonds', 'chickpeas', 'bouillon powder', 'curry powder', 'curly kale', 'sultanas', 'chilli flakes']","1 red onion, 0.5 cauliflower, 20 g flaked, 1 garlic clove, 1 Indian stir - fry spice pot, ¹ /, - optional, add to taste, 13 pot low - fat yogurt"
41,IMG_1230.JPG,"Tahini Roast Cauliflower , Halloumi & Lentils","1. Preheat your oven to 200 ° C / Gas 6.
2. Remove the cauliflower leaves.
Keep the leaves, except any very rough looking ones. Chop the cauliflower in half through the stem, then into chunky pieces, using the stalk too ( nothing's wasted here ! ). If your cauliflower is very large, you might like to keep some for another meal - we used 250g of chopped cauli, if that helps !
3. In a shallow dish, mix the tahini with 1 tbsp of lemon juice and 1 tbsp of oil. Toss in the cauliflower and use your hands to mix it all around and coat the cauli in the tahini mixture as best you can. Pop it all into a roasting tin and season with salt and pepper. Set aside.
4. Separate the large cauliflower leaves, the ones with thicker rib stems from the smaller, paler leaves. Thinly slice the larger ones, keep the small ones whole.
5. Peel and thinly slice the onion. Peel and finely chop or grate the garlic.
6. Pop the cauliflower into the oven.
Roast it for approx. 20 minutes, keeping a good eye on it as your oven may vary slightly, until the cauliflower is nicely colouring and tender with a little bite. You might want to toss it halfway 7. Heat 1/2 tbsp of oil in a medium saucepan. Gently fry the onion and sliced cauliflower leaves ( not the whole ones ) for 8 minutes, stirring now and then, while you continue.
8. Thinly shred 1 good tbsp of mint leaves. If you like chilli, thinly slice some into rounds. Drain the lentils into a sieve and give them a quick rinse under the cold water tap.
9. Into the onion, stir the garlic and either all or half the harissa, depending on your taste for heat. Cook for 1 minute. Stir in the lentils, bouillon powder, whole cauliflower leaves and 250ml of cold water. Bring the mixture to a low boil and simmer for 5 minutes.
10. Chop the halloumi into 2-3 cm chunks. Heat a ( dry ) frying pan,
with no oil in it. When hot, fry the halloumi on at least a couple of sides,
until nicely coloured.
11. Stir the chopped mint into the lentils and a and season with salt, pepper squeeze of lemon juice, all to taste. If you haven't added all the harissa, you can add a little more, if you like.
12. Serve the lentils topped with halloumi and roasted cauliflower,
with some chilli and more freshly","1 cauliflower, 2 tbsp tahini, 1 lemon, 1 red onion, 1 garlic clove, 1 bag mint, 1 chilli - optional , add to taste, 1 tin dark lentils, 1 tbsp harissa - add to taste, 1 tsp bouillon powder, 1 pack halloumi cheese","cauliflower,  tahini, lemon, red onion, garlic clove,  mint, chilli - optional , add to taste,  dark lentils,  harissa - add to taste,  bouillon powder,  halloumi cheese","['', 'tbsps', 'bag', 'tin', 'tbsp', 'tsp', 'pack']","['1', '2', '1', '1', '1', '1', '1']","['cauliflower', 'tahini', 'mint', 'dark lentils', 'harissa', 'bouillon powder', 'halloumi cheese']","1 lemon, 1 red onion, 1 garlic clove, 1 chilli - optional, add to taste, - add to taste"
42,IMG_1228.JPG,"Turkish Cauliflower , Maftoul & Carlin Peas","1. Halve, peel and finely dice the onion. Heat 1 tbsp of oil in a large saucepan. Start gently frying the onion for approx. 10 minutes, stirring now and then. Add a splash of water if it looks like catching.
2. Meanwhile, chop half the cauliflower into bite - size florets. Peel and finely chop the garlic. Deseed and finely the chilli. Boil a kettle. пор 3. Stir the garlic and Turkish spice pot into the onion for 30 seconds.
4. Stir in the bouillon, tomato purée,
harissa, maftoul, cherry tomatoes
( whole ) and cauliflower. Add chilli to your taste for heat ( if unsure, you can just sprinkle some over at the end ).
5. Pour in 600ml of boiled water. Season.
Bring to a low - medium boil, partially cover with a lid and cook for 13 minutes.
Halve the olives. Stir them straight into the pan as soon as you've chopped them.
7. Shred half the bag of mint.
8. In a small bowl or mug, stir the tahini with 1/2 tbsp of lime juice and a little cold water ( approx. 1 tbsp ) to make dressing the consistency of pouring cream. Season.
9. Drain and rinse the carlin peas.
10. After 13 minutes, add the carlin peas to the saucepan and cook for a further 2-3 minutes to warm them through and until the maftoul is tender. Add a splash more water if needed.
11. Then, stir in handfuls of spinach until it's wilted in. Add half the mint and season to taste.
12. Serve the maftoul in bowls, drizzled with the tahini lime dressing, more mint, chilli and some of the black onion seeds ( you won't need them all ).","1 red onion, 1/2 cauliflower - if small , use a, little more, 1 garlic clove, 1 chilli - add to taste, 1 Turkish spice pot, 1 tsp bouillon powder, 1 tbsp tomato purée, 1 tbsp harissa, 100g maftoul, 125g cherry tomatoes, 60g green olives - please check, for stray stones, 1/2 bag mint, 1 tbsp tahini, 1 lime, 1 tin carlin peas, 150g baby spinach, 1 tsp black onion seeds","red onion, cauliflower - if small , use a, little more, garlic clove, chilli - add to taste, Turkish spice pot,  bouillon powder,  tomato purée,  harissa,  maftoul,  cherry tomatoes,  green olives - please check, for stray stones,  mint,  tahini, lime,  carlin peas,  baby spinach,  black onion seeds","['', 'clove', 'tsp', 'tbsp', 'tbsp', 'g', 'g', 'bags', 'tbsp', 'tin', 'g', 'tsp']","['1', '1', '1', '1', '1', '100', '125', '0.5', '1', '1', '150', '1']","['red onion', 'garlic', 'bouillon powder', 'tomato purée', 'harissa', 'maftoul', 'cherry tomatoes', 'mint', 'tahini', 'carlin peas', 'baby spinach', 'black onion seeds']","0.5 cauliflower - if small, use a, little more, 1 chilli - add to taste, 1 Turkish spice pot, 60 g green olives - please check, for stray stones, 1 lime"
43,IMG_1226.JPG,Sweet & Sour Cashew Stir - fry & Cauli Rice,"1. Preheat your oven to 200 ° C / Gas 6.
Strip the leaves off the cauliflower.
Coarsely grate half the cauliflower,
including the stalk, straight onto a large roasting tray. Toss with 1 tbsp of oil and the curry powder. Season. Spread out into an even layer. Keep aside.
2. Deseed and thinly slice the pepper. Strip the leaves off the spring green stalks. Discard the stalks. Layer up the leaves, roll them up, then thinly shred.
3. Peel and finely slice the carrot. Peel and finely grate the ginger and garlic.
Tip the pineapple fruit and juice into a bowl. Drain, then rinse, the lentils in a sieve ( you just need half in this recipe ).
4. In a small bowl, mix the cornflour,
half the kecap manis pack, 3 tbsp of pineapple juice and the vinegar.
5. Put the cauliflower in the oven. Roast for 8 minutes, until warmed through and starting to colour.
6. Meanwhile, heat 1 tbsp of oil in a wok or large frying pan. Stir - fry the pepper, greens and carrot for 3 minutes. Stir in the garlic, ginger and lentils ( half the tin ).
7. Add half the pineapple chunks and half the remaining juice from the bowl, together with the kecap manis mixture, a small handful of cashews and the dried coriander leaves. Stir for 1-2 minutes, until the mix thickens slightly. Add more kecap manis, a squeeze of lemon, and more pineapple juice, all to taste. Season. There should be a balance of sweet,
sharp and salty.
8. Remove the cauliflower from the oven. Serve it with the stir - fry.","1/2 cauliflower ( if very small ,, use a little more ), 1 tbsp curry powder, 1 red pepper, 150g spring greens, 1 carrot, 1 small piece ginger, 1 garlic clove, 1/2 tin pineapple chunks + some, juice, 1/2 tin dark lentils, 1 tsp cornflour, 1 pack kecap manis - add to, taste, 1 tbsp rice vinegar, 1 bag cashew nuts, 1 tbsp dried coriander leaves, 1 lemon","cauliflower ,  curry powder, red pepper,  spring greens, carrot, small piece ginger, garlic clove,  pineapple chunks + some, juice,  dark lentils,  cornflour,  kecap manis - add to, taste,  rice vinegar,  cashew nuts,  dried coriander leaves, lemon","['', 'tbsp', 'tin', 'tsp', 'tbsp', 'tbsp', '', 'piece', 'g', 'small']","['0.5', '1', '0.5', '1', '1', '1', '1', '1', '150', '1']","['cauliflower', 'curry powder', 'red pepper', 'spring greens', 'ginger', 'dark lentils', 'cornflour', 'rice vinegar', 'dried coriander leaves', 'lemon']","(if very small, use a little more), 1 carrot, 1 garlic clove, 0.5 tin pineapple chunks + some, juice, 1 pack kecap manis - add to, taste, 1 bag cashew nuts"
44,IMG_1227.JPG,Aromatic Coconut Curry with Red Quinoa,"1. Boil a kettle. Rinse the quinoa in a sieve. Transfer to a saucepan. Pour over 400ml of boiled water, bring to a low boil and simmer for 13-14 mins, until tender. Stir now and then and add a splash more water if needs be.
2. Meanwhile, peel and finely grate the garlic and ginger. Peel and finely slice the onion. Peel and dice the sweet potato ( es )
into approx. 2cm chunks.
3. Heat 1/2 tbsp oil in a large saucepan. Add the garlic, onion,
ginger and Thai green curry paste. Fry gently for 2 mins,
stirring regularly, until smelling fragrant.
4. Add in the star anise, sweet potatoes, bouillon and coconut milk. Season. Simmer for 12 mins. Taste halfway through and remove the star anise if you're happy with the flavour.
5. Meanwhile, trim the French beans. Halve them. Cut 1/2 the head of broccoli into small florets. Finely chop the coriander, stalks and all. Finely zest the lime.
6. Add the French beans and broccoli to the curry.
approx. 5 mins, until the veg is just tender.
Simmer for 7. Stir in 4 of the coriander and the juice from the lime. Taste, adding more lime juice and seasoning if needed.
8. Drain any excess water off the quinoa and divide it and the curry between 2 shallow bowls. Scatter over the remaining coriander and a little lime zest.","125g red quinoa, 1 garlic clove, 1 small piece ginger, 1 onion, 1 large or 2 small sweet, potatoes, 2 packs Thai green curry, paste, 2 star anise, 1 tsp bouillon powder, 1 tin coconut milk, 125g French beans, 1/2 head broccoli, 15g coriander, 1 lime"," red quinoa, garlic clove, small piece ginger, onion, large or small sweet, potatoes,  Thai green curry, paste, star anise,  bouillon powder,  coconut milk,  French beans, head broccoli,  coriander, lime","['g', 'small piece', 'tsp', 'tin', 'g', 'g', '']","['125', '1', '1', '1', '125', '15', '1']","['red quinoa', 'ginger', 'potatoes', 'bouillon powder', 'coconut milk', 'French beans', 'coriander']","1 garlic clove, 1 onion, 1 large or 2 small sweet, 2 packs Thai green curry, paste, 2 star anise, 0.5 head broccoli"
45,IMG_1223.JPG,Charred Corn & Shiitake Noodle Bowl,"1. Trim and thinly slice the onions. Peel and finely chop or grate the garlic and ginger. Halve or quarter the mushrooms, depending on size. Pull the papery husks away from the sweetcorn cob. Use a sharp knife to cut off the kernels ( keep the remaining corn cob for later ).
2. Boil a kettle. Heat 1/2 tbsp of oil in a large saucepan over a low heat. Fry 1/2 the onions for 3 mins, adding a little water if necessary to prevent them from catching.
3. Add the ginger and garlic. Stir for 30 secs. Stir in the bouillon, miso, tahini, tamari and 1 litre of boiled water.
Add the corn cob and a pinch or two of chilli flakes, to your taste for heat. Stir well, then bring to a simmer for 5 mins or while continue. SO, you 4. Heat 1/2 tbsp of oil in a frying pan. Heat the corn kernels,
stirring often, until they start to turn a little golden brown -
take care, some may pop a bit !
5. Add them to the bouillon broth, with the mushrooms. Le them to simmer, while you continue.
6. Reboil the kettle. Fill a medium saucepan with boiled water. Boil the noodles for 4-5 mins, stirring often to prevent them from sticking, while continue. you 7. Finely slice the chilli into thin rounds. Finely chop or snip 2 tbsp worth of chives.
8. Drain the noodles. Divide between bowls. Fish the corn cob out of the broth. Divide the veg and broth between the noodle bowls, and top with the chives, remaining onions and chilli to your taste. Drizzle over sesame oil to finish.","125g spring onions, 2 garlic cloves, 1 small piece ginger, 150g shiitake mushrooms, 1 sweetcorn cob, 1/2 tbsp bouillon powder, 2 tbsp white miso paste, 1 tbsp tahini, 1 tbsp tamari, 1/4 tsp chilli flakes, 2 sticks rice noodles, 1 chilli - add to taste, 15g chives, 1 tbsp toasted sesame oil, 10"," spring onions, garlic cloves, small piece ginger,  shiitake mushrooms, sweetcorn cob,  bouillon powder,  white miso paste,  tahini,  tamari,  chilli flakes, sticks rice noodles, chilli - add to taste,  chives,  toasted sesame oil, 10","['g', 'small piece', 'g', 'tbsps', 'tbsps', 'tbsp', 'tbsp', 'tsps', 'g', 'tbsp']","['125', '1', '150', '0.5', '2', '1', '1', '0.25', '15', '1']","['spring onions', 'ginger', 'shiitake mushrooms', 'bouillon powder', 'white miso paste', 'tahini', 'tamari', 'chilli flakes', 'chives', 'toasted sesame oil']","2 garlic cloves, 1 sweetcorn cob, 2 sticks rice noodles, 1 chilli - add to taste"
46,IMG_1225.JPG,Chickpea Falafels with Spring Green & Lime Slaw,"1. Boil a kettle. Put your oven on to 160 ° C / Gas 3.
2. Wrap 4 of the tortillas in foil and set aside for now.
3. Rinse the rice well in a sieve under cold water. Transfer it to a small saucepan. Cut the ginger into 3-4 pieces ( no need to peel ) and pop it in the saucepan with the rice. Add plenty of boiled water. Boil for 20 minutes, until tender with a little bite, while continue. you 4. Drain the chickpeas. Place them in a medium bowl and mash well with a potato masher or fork until they're all mashed together nicely ; a few odd lumpy bits are fine.
5. Finely grate the lime zest.
6. Into the chickpeas, mix in the chickpea flour, harissa and half the lime zest. Season well with salt and pepper. Form the mixture into 8 mini burger style shapes. Transfer to a plate. 7. Thinly shred the spring greens - if you go from the tops, you can avoid having to strip the leaves from the stalks first. Place in a large bowl. Peel and coarsely grate the carrot, add that. Chop the pepper from the pointed end inwards into thin rings, avoiding the seedy part at the base. Add that.
8. Peel and thinly slice a little red onion to your liking, add that to the bowl too. Chop a little chilli and add to taste, along with the remaining lime zest, then season with salt, pepper and lime juice, all to taste. This is your slaw.
9. Mix the tahini with a little cold water in a mug, to make it a consistency that can be drizzled ( approx. 1 tbsp water ).
10. Put the tortillas in the oven to warm through - approx. 5 minutes.
11. Heat 1 tbsp of oil in a large frying pan, to a medium heat. Fry the chickpea falafels for 2-3 minutes on each side, until golden, turning them carefully as they can be a little fragile.
12. Meanwhile, drain the rice well, remove the ginger pieces and set aside to drain, covering the sieve with a plate to keep the rice warm, if needed.
13. Fill the tortillas with a little of the rice, some slaw and top with the chickpea falafels, some tahini dressing and sweet chilli sauce to your liking, finishing with a sprinkle of sesame seeds. Serve with any remaining rice and slaw on the side.","1 pack tortillas, 100g brown basmati rice 1 small piece ginger I tin chickpeas, 1 lime, 2 tbsp ( 20g ) chickpea flour 1 tbsp harissa, 1 bunch spring greens 1 carrot, 1 red Romano pepper 1 red onion, 1 chilli - add to taste, 1 tbsp tahini, 1 pack sweet chilli sauce, 1 tbsp sesame seeds"," tortillas,  brown basmati rice small piece ginger I tin chickpeas, lime,   chickpea flour  harissa, bunch spring greens carrot, red Romano pepper red onion, chilli - add to taste,  tahini,  sweet chilli sauce,  sesame seeds","['pack', 'tbsps', 'g', 'tbsp', 'tbsp']","['1', '2', '20', '1', '1']","['tortillas', 'harissa', 'tahini', 'sweet chilli sauce', 'sesame seeds']","100 g brown basmati rice 1 small piece ginger I tin chickpeas, 1 lime, chickpea flour, 1 bunch spring greens 1 carrot, 1 red Romano pepper 1 red onion, 1 chilli - add to taste"
47,IMG_1224.JPG,"Celeriac , Ginger & Turmeric Curry","1. Put a medium saucepan of salted water 
on to boil. Trim and halve the leek, 
lengthways. Finely shred and wash well 
to remove any grit. Transfer to a plate. 
2. Deseed and finely chop the chillies ( or 
keep the seeds in for more heat ). 
3. Peel and finely grate the garlic, about 
1/2 tbsp worth of ginger and 1 tsp 
worth of turmeric ( you might want 
to don rubber gloves to prevent your 
hands from staining ; it does wash off ! ). 
4. Roughly dice the tomatoes. 
5. Get a bowl of cold water ready. Squeeze 
in the juice from half a lime. Halve the 
celeriac. Using just half of it ( or a little 
more if small ), peel and cut into 2-3cm 
chunks. Place in the bowl to stop them 
from discolouring, while you continue. 
6. Rinse the rice in the sieve. Boil for 
35-40 minutes, until just tender with a 
little bite. 
7. In a large saucepan, heat 1 tbsp of oil. 
Gently fry the celeriac curry spice 
pot for 30 seconds to 1 minute, until 
the mustard seeds start to pop and it 
all smells fragrant. 
8. Add the leek and gently fry for 5 
minutes, stirring occasionally. Add a 
splash of water if it looks like catching. 9. After 5 minutes, push the leek to one side of the saucepan. Add the garlic, ginger, turmeric and chilli ( to your taste ) to the other side and fry for 1 minute, stirring just the spices, until fragrant then stir into the leek. 
10. Add the garam masala, coconut 
milk, celeriac and tomatoes. Add a 
splash of water if needed to ensure the 
celeriac is submerged. Season. Bring 
to the boil, then reduce the heat and 
simmer for 15 minutes. 
11. Strip the spring green leaves off 
their tough stalks. Layer up the leaves 
and thinly shred them. Coarsely grate 
the apple. 
12. Stir the spring greens, apple and 
dried coriander leaves into the 
celeriac curry. Cook for approx. 3-4 
minutes, until the greens have wilted 
and celeriac is tender. 
13. Drain the cooked rice. 
14. Check the curry's seasoning. Add a 
squeeze of lime juice to taste. Serve with 
the rice, sprinkled with toasted coconut 
chips and lime wedges for squeezing.","1 leek, 2 chillies - add to taste, 2 garlic cloves, 1 large piece ginger, 1 large or 2 small pieces turmeric, 3 tomatoes, 2 limes, 1/2 celeriac , or more if small ( we used 450g prepared celeriac ), 125g black rice, 1 celeriac curry spice pot, 1 tsp garam masala, 1 tin coconut milk, 100g spring greens, 1 apple, 1 tbsp dried coriander leaves, 20g toasted coconut chips","leek, chillies - add to taste, garlic cloves, large piece ginger, large or small pieces turmeric, tomatoes, limes, celeriac , or more if small ,  black rice, celeriac curry spice pot,  garam masala,  coconut milk,  spring greens, apple,  dried coriander leaves,  toasted coconut chips","['piece', 'large', '', 'g', 'tsp', 'tin', 'tbsp', 'g']","['1', '1', '3', '125', '1', '1', '1', '20']","['leek', 'ginger', 'tomatoes', 'black rice', 'garam masala', 'coconut milk', 'spring greens', 'dried coriander leaves']","2 chillies - add to taste, 2 garlic cloves, 1 large or 2 small pieces turmeric, 2 limes, 0.5 celeriac, or more if small (we used 450 g prepared celeriac), 1 celeriac curry spice pot, 100 g, 1 apple, toasted"
